sentiment ,description
2,"3 -1 2 So fun[2] ![+1 punctuation emphasis] [sentence: 3,-1] ![sentence: 1,-1] Love[3] when new ideas come out [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Pretty[3] apps [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] picture app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Simply awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 BEST[2] APP EVER !![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] .[sentence: 3,-1] this .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] this app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Good[2] ![+1 punctuation emphasis] [sentence: 3,-1] Good[2] application .[sentence: 2,-1] Now ,I can edit picture all the time .[sentence: 1,-1] Nice[2] effect .[sentence: 2,-1] Good[2] job guys ![+1 punctuation emphasis] [sentence: 3,-1] Keep it up ![+1 punctuation mood emphasis] [sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] this &lt [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Luv[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Pic art amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wowwwwww[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Best[2] one I've tried .[sentence: 2,-1] Have had it a long time .[sentence: 1,-1] Easy &successful[3] use .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Best[2] photo editor I had a few photo editors on my phone ,but as soon as I found this app I deleted all the others ![+1 punctuation emphasis] [sentence: 3,-1] Love[3] this app ,so many features to make your photos look just how you want them to .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Was great[3] want the old features back [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesomely[3] designed [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Fantastic[3] .....[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Truly[2] its ....[sentence: 2,-1] awesomeNo[3] other editor work as it works really it's give not only one ,and two effect .[sentence: 3,-1] It gives lots of much ..[sentence: 1,-1] that's make it so awesome[3] ....D [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"4 -2 2 This app is misbehaving big time on me WHY ???[sentence: 1,-1] I love[3] this one and its just not working right for me :'( [-1 emoticon] now it won't download the features is Stuck [proper noun] I don't know if its me or you ???[sentence: 3,-2] Please[2] Try [proper noun] Helping [proper noun] me ,Thanks [proper noun] Again [proper noun] :'( [-1 emoticon] :'(S .[sentence: 2,-2] O .[sentence: 1,-1] S .[sentence: 1,-1] PLEASE[2] HELP GET THIS APP TO WORK FOR ME TY PAM THERESE LUKASZ PARKRIDGE ,IL .[sentence: 2,-1] 60068 :'( [-1 emoticon] :-#:X[2] .[sentence: 2,-2] :@ &gt ;.&[sentence: 1,-1] lt ;THANK[2] -YOU FOR FIXING MY PROBLEM[-2] ,SO FAR GREAT[3] JUST LIKE[2] [+-1 booster word] NORMAL TY TY TY TY :) [1 emoticon] :) [1 emoticon] :)..!!![+1 punctuation emphasis] [sentence: 4,-2] ((((HUGZ ))))!!!!!!![+1 punctuation mood emphasis] [sentence: 2,-1] =] [1 emoticon][sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Pretty[3] coolWay better than IG's filters ,good[2] job .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 AWESOME[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] AppWell ...[sentence: 3,-1] This is a truely amazing[3] app ,love[3] using it to edit pictures ,keep it up :) [1 emoticon] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] nice[2] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very good[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 ENJOY[3] USING IT [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] Picture [proper noun] Edited [proper noun] .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Fantastic[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] it .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 l love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I like[2] it ...[sentence: 2,-1] It's an wonderful[3] software ,mindblowing .[sentence: 3,-1] I just love[3] [+-1 booster word] to use it ,very ui ..[sentence: 2,-1] very much ..[sentence: 1,-1] just like[2] [+-1 booster word] it .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 AmazingOther[3] than the occasional ads ,the app is flawless[2] .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 In love[3] with this [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 AwesomeI[3] experienced a lot ,tnx pics [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Woow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Not happy[2] [*-0.5 approx. negated multiplier] with last updateThe new update removed all of the add -ons I purchased /downloaded ![+1 punctuation mood emphasis] [sentence: 2,-1] Other then that ,awesome[3] app for anyone who wants to spice up their pics .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] .[sentence: 3,-1] And Creative [proper noun] .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Beautifull[3] editing Nice [proper noun] corol [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 The only photo editor u need ![+1 punctuation mood emphasis] [sentence: 2,-1] I love[3] the versatility of this app .[sentence: 3,-1] It allows u to do so much to your pics .[sentence: 1,-1] The only thing I suggest is allowing pics to be resized ,larger and smaller ,to fit in different grids .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 luv[3] itsimple and fast ,but pls add more clip art and so sticker [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] app .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very nice[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 AWESOME[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesomee[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it a lot [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Luv[3] it ...[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 This app isokay awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Fab[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Fabulous[3] App [proper noun] .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] this app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] ......[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 fantastic[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Excellene[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] this app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 i used it all my mobile because its great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] use ..[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Samsung galaxy yIt a great[3] app but ,it need to arabic fonts .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] ........n [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] ...[sentence: 3,-1] I liked[3] it very much ,there are many options which makes even the odd pic very cool[2] [+1 booster word] ..[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
